id,Email,Тип регистрации,Создан,Имя,Фамилия,Телефон,Город,Дата рождения,Возраст,От партнера,ID партнера,utm_source,utm_medium,utm_campaign,utm_term,utm_content
1101,xbox2037@example.com,Создан самостоятельно,2020-03-19 22:00,Shela,Kelley,380-985-1386x92560,Weslaco,1986-10-10,37,FALSE,,yandex-direct,,campaign_1,,
1102,comp1997@protonmail.com,Создан самостоятельно,2021-12-08 3:00,Delicia,Jennings,872-560-0761,Highland Park,1997-11-15,26,TRUE,1,yandex-direct,,campaign_1,,
1103,revealed1887@example.com,Создан менеджером,2020-05-09 11:00,Mercedez,Chambers,(425)446-3123x10105,Eastpointe,1979-06-01,44,FALSE,,yandex-direct,,campaign_1,,
1104,fallen2078@duck.com,Создан самостоятельно,2023-01-30 11:00,Keila,Calderon,731.765.4061,Superior,1998-11-03,25,TRUE,10,yandex-direct,,campaign_3,,
1105,companion2065@example.org,Создан самостоятельно,2020-09-16 15:00,Edgar,Murray,316-737-8157,Berwyn,1986-11-15,37,TRUE,10,yandex-direct,,campaign_3,,
1106,occupation1945@outlook.com,Создан самостоятельно,2020-02-01 11:00,John,Gordon,+1-538-538-9835,Carson,1994-12-22,29,TRUE,5,yandex-direct,,campaign_3,,
1107,rugs1852@live.com,Создан менеджером,2021-05-07 21:00,Lupe,Watkins,472-366-0908x558,Dixon,1978-02-13,46,TRUE,7,facebook-ads,,campaign_2,,
1108,merchandise2046@outlook.com,Создан самостоятельно,2020-05-13 18:00,Jess,Estes,001-634-218-3203,Cornelius,1982-08-05,41,TRUE,4,facebook-ads,,campaign_3,,
1109,rally1873@outlook.com,Создан менеджером,2023-01-18 11:00,Ollie,Prince,001-538-943-3838x4973,Racine,1986-06-10,37,FALSE,,yandex-direct,,campaign_2,,
1110,appliance1877@yahoo.com,Создан самостоятельно,2020-09-30 19:00,Leigha,Pugh,233-461-1517,Temecula,1987-10-15,36,TRUE,6,facebook-ads,,campaign_2,,
1111,accessory1806@example.com,Создан менеджером,2023-07-17 9:00,Homer,Kaufman,454.363.2370,Bullhead City,1991-03-16,33,TRUE,9,facebook-ads,,campaign_1,,
1112,sharp1972@protonmail.com,Создан самостоятельно,2023-12-04 12:00,Lezlie,Harding,425.760.2837x481,Norwalk,2000-08-03,23,FALSE,,vk-ads,,campaign_1,,
1113,carolina1924@gmail.com,Создан менеджером,2020-04-19 20:00,Louvenia,Mccarthy,001-347-598-8721x38167,East Cleveland,1997-03-31,27,TRUE,5,yandex-direct,,campaign_3,,
1114,elsewhere2065@yahoo.com,Создан менеджером,2020-03-21 10:00,Eldon,Pate,+1-960-495-3622x1477,Forest Park,1991-01-13,33,FALSE,,facebook-ads,,campaign_1,,
1115,antique1875@gmail.com,Создан менеджером,2023-09-12 23:00,Horace,Blackwell,+1-972-451-0553x378,San Diego,1988-12-13,35,FALSE,,vk-ads,,campaign_2,,
1116,illustration1809@yandex.com,Создан менеджером,2020-11-20 8:00,Dana,Rowe,(863)935-3991,Parkersburg,1999-10-21,24,TRUE,7,yandex-direct,,campaign_3,,
1117,extensions1918@protonmail.com,Создан самостоятельно,2021-10-17 5:00,Fermin,Christian,(411)666-8683,Morristown,1984-10-24,39,TRUE,5,yandex-direct,,campaign_2,,
1118,stationery2048@yahoo.com,Создан самостоятельно,2022-01-06 16:00,Alvin,Sanford,639.684.7879x2231,Greenville,1978-07-30,45,FALSE,,yandex-direct,,campaign_2,,
1119,equality1885@example.org,Создан самостоятельно,2023-05-07 5:00,Eveline,Taylor,001-284-430-7747x26449,Duncan,1987-02-07,37,FALSE,,vk-ads,,campaign_2,,
1120,consumer1968@yandex.com,Создан менеджером,2020-03-31 0:00,Porfirio,Cooke,+1-621-507-7506,Las Cruces,1997-12-11,26,FALSE,,yandex-direct,,campaign_1,,
1121,bookings1954@yandex.com,Создан менеджером,2021-11-07 13:00,Danial,Lee,978.539.2805x5595,Forest Lake,1983-05-28,40,FALSE,,facebook-ads,,campaign_1,,
1122,reply1856@yandex.com,Создан менеджером,2022-01-25 23:00,Paris,Montoya,362-767-0889,Margate,1998-12-13,25,FALSE,,vk-ads,,campaign_2,,
1123,fires2092@yahoo.com,Создан самостоятельно,2020-08-05 8:00,Jeneva,Vazquez,(291)719-9671x12512,West Valley City,1996-05-31,27,TRUE,3,facebook-ads,,campaign_2,,
1124,detail2094@gmail.com,Создан менеджером,2023-10-26 23:00,German,Jackson,001-498-415-0030x86809,Evansville,1996-08-06,27,TRUE,6,yandex-direct,,campaign_2,,
1125,longer2009@protonmail.com,Создан самостоятельно,2020-01-01 15:00,Janiece,Douglas,+1-497-254-1436x9148,Sarasota,1984-12-15,39,FALSE,,facebook-ads,,campaign_2,,
1126,rug1870@duck.com,Создан самостоятельно,2022-09-03 8:00,Necole,Acevedo,(463)718-5574,Marana,1979-08-06,44,FALSE,,vk-ads,,campaign_3,,
1127,fold1980@yandex.com,Создан самостоятельно,2022-06-09 7:00,Carson,Murphy,303-847-1639x6778,Melrose,1989-08-10,34,TRUE,5,facebook-ads,,campaign_2,,
1128,lows2088@yahoo.com,Создан самостоятельно,2022-12-29 17:00,Jaimee,Yates,001-844-253-7363x15172,Camarillo,2001-11-01,22,TRUE,2,facebook-ads,,campaign_3,,
1129,watson1801@example.org,Создан менеджером,2020-02-04 16:00,Al,Taylor,001-930-732-8401x228,South San Francisco,1999-06-18,24,FALSE,,vk-ads,,campaign_3,,
1130,august2064@yandex.com,Создан самостоятельно,2021-07-16 5:00,Janise,Carlson,648.697.0000x2278,Plant City,1984-10-05,39,FALSE,,facebook-ads,,campaign_2,,
1131,loops1903@outlook.com,Создан самостоятельно,2023-10-20 22:00,Latia,Harrington,430.835.0502x5148,Puyallup,1975-03-24,49,FALSE,,yandex-direct,,campaign_2,,
1132,existence1808@example.org,Создан менеджером,2023-04-10 3:00,Bradley,Burke,947.763.0376x76831,Winter Haven,2001-09-18,22,TRUE,9,yandex-direct,,campaign_3,,
1133,betting1947@yandex.com,Создан менеджером,2023-05-31 3:00,Brice,Short,+1-699-373-0281x5867,Lehi,1977-08-22,46,FALSE,,vk-ads,,campaign_3,,
1134,hawaiian1975@duck.com,Создан менеджером,2022-01-10 0:00,Cythia,Wilkerson,804.764.1326x293,Lawrence,1994-11-18,29,TRUE,4,vk-ads,,campaign_3,,
1135,listed1886@gmail.com,Создан менеджером,2021-08-28 9:00,Lanny,Meadows,738-880-0216x10741,Marietta,1983-06-13,40,TRUE,4,yandex-direct,,campaign_3,,
1136,vcr2031@example.org,Создан самостоятельно,2022-05-29 23:00,Dino,Santiago,587-468-3279x4442,Oklahoma City,1985-11-15,38,TRUE,6,yandex-direct,,campaign_2,,
1137,steps1960@example.org,Создан самостоятельно,2023-01-23 20:00,Delcie,Alston,(482)741-1253,Adelanto,1983-05-31,40,FALSE,,facebook-ads,,campaign_1,,
1138,loose1953@outlook.com,Создан менеджером,2022-12-30 21:00,Lasonya,Allison,(724)656-6222x3377,West Linn,1985-08-04,38,TRUE,6,facebook-ads,,campaign_2,,
1139,beginner1911@gmail.com,Создан самостоятельно,2022-06-25 2:00,Derrick,Cherry,333.321.2501,Thomasville,1982-01-15,42,FALSE,,vk-ads,,campaign_2,,
1140,lodge1821@duck.com,Создан менеджером,2021-01-20 19:00,Harmony,Mcclure,+1-219-753-6776x521,Morgantown,1980-04-21,43,FALSE,,yandex-direct,,campaign_3,,
1141,owner1809@yahoo.com,Создан самостоятельно,2022-03-18 3:00,Maynard,Wiggins,816.966.6770x07840,Springboro,1979-12-06,44,FALSE,,yandex-direct,,campaign_3,,
1142,composite2029@example.org,Создан менеджером,2021-04-13 17:00,Jame,Casey,843.717.4101x885,Vista,2000-09-04,23,FALSE,,vk-ads,,campaign_1,,
1143,cylinder1848@duck.com,Создан самостоятельно,2023-07-31 0:00,Geraldo,Sims,725.734.7352,Zion,1984-12-26,39,TRUE,9,yandex-direct,,campaign_1,,
1144,cycles2005@live.com,Создан самостоятельно,2023-02-26 9:00,Clarence,Fernandez,+1-710-630-0059x21584,Newburgh,1996-04-28,27,TRUE,6,vk-ads,,campaign_1,,
1145,stripes2067@protonmail.com,Создан самостоятельно,2020-07-24 1:00,Calvin,Clarke,558-914-2671x14028,Chelsea,1990-08-06,33,FALSE,,yandex-direct,,campaign_1,,
1146,extraction2096@example.com,Создан самостоятельно,2021-12-20 3:00,Horace,Carr,(394)464-0131x9695,Elgin,1986-04-16,37,TRUE,9,yandex-direct,,campaign_1,,
1147,unemployment1856@yahoo.com,Создан менеджером,2022-01-17 5:00,Porter,Pierce,962.624.5795x3788,Elgin,1998-03-29,26,TRUE,6,vk-ads,,campaign_3,,
1148,has1955@duck.com,Создан менеджером,2020-08-13 23:00,Norah,Underwood,+1-697-444-5278x250,Keller,1983-01-17,41,FALSE,,facebook-ads,,campaign_2,,
1149,rest1834@duck.com,Создан самостоятельно,2022-09-29 0:00,Kris,Patterson,001-853-358-7459x737,Lawton,1981-09-12,42,TRUE,5,facebook-ads,,campaign_3,,
1150,bases1869@protonmail.com,Создан самостоятельно,2020-04-03 17:00,Delcie,Wooten,528.563.0673x59782,Sayreville,1999-01-29,25,TRUE,10,vk-ads,,campaign_2,,
1151,consultancy1849@gmail.com,Создан менеджером,2023-09-15 18:00,Providencia,Vaughn,(481)639-7095x7167,Lakeville,1999-07-12,24,FALSE,,yandex-direct,,campaign_2,,
1152,saints1899@protonmail.com,Создан менеджером,2023-12-07 9:00,Carisa,Collier,643-815-1968x3077,Broken Arrow,1983-06-18,40,TRUE,3,yandex-direct,,campaign_3,,
1153,expected1875@example.org,Создан менеджером,2023-09-22 13:00,Virgilio,Juarez,+1-571-511-8578,Des Moines,1989-05-30,34,FALSE,,yandex-direct,,campaign_1,,
1154,guild1900@yandex.com,Создан самостоятельно,2022-04-04 14:00,Gabriel,Carroll,740.733.0798x287,Horn Lake,1985-09-24,38,TRUE,10,vk-ads,,campaign_2,,
1155,regulated2037@example.org,Создан менеджером,2023-09-04 21:00,Forest,Meyer,+1-378-432-0151x134,Fremont,1975-07-16,48,FALSE,,facebook-ads,,campaign_3,,
1156,modes1997@yandex.com,Создан менеджером,2023-04-24 14:00,Elayne,O'neil,5976788815,Prescott Valley,1999-05-05,24,TRUE,10,vk-ads,,campaign_1,,
1157,dairy2060@example.org,Создан самостоятельно,2022-01-26 3:00,Gregg,Roth,206-491-3916,Harvey,1976-01-05,48,FALSE,,facebook-ads,,campaign_3,,
1158,mind1861@yahoo.com,Создан менеджером,2022-09-26 6:00,Troy,Noble,001-541-487-6293x45910,New Berlin,1990-06-15,33,TRUE,8,yandex-direct,,campaign_1,,
1159,walked1917@yandex.com,Создан самостоятельно,2022-05-13 10:00,Mariel,Johnson,+1-415-913-2882x8270,Inglewood,1983-03-07,41,FALSE,,vk-ads,,campaign_3,,
1160,bread2019@gmail.com,Создан менеджером,2020-04-20 7:00,Tomiko,Gamble,+1-257-521-4210x98558,Norwich,1986-07-25,37,FALSE,,facebook-ads,,campaign_1,,
1161,polyphonic1890@example.org,Создан менеджером,2020-08-27 12:00,Earlean,Gay,+1-540-297-8177,Madera,2000-03-19,24,FALSE,,yandex-direct,,campaign_3,,
1162,wagner2098@gmail.com,Создан менеджером,2022-05-22 7:00,Krystina,Allison,989.607.0719x957,Walnut,2001-05-14,22,FALSE,,facebook-ads,,campaign_1,,
1163,mortgage2091@example.org,Создан самостоятельно,2023-12-18 18:00,Monroe,Payne,969-644-2465x39862,Valdosta,1992-03-07,32,FALSE,,yandex-direct,,campaign_2,,
1164,assured2098@live.com,Создан менеджером,2020-11-29 23:00,Maybell,Fleming,001-257-611-5111,Prichard,1999-11-04,24,FALSE,,yandex-direct,,campaign_1,,
1165,tourism1813@example.org,Создан самостоятельно,2020-08-27 18:00,Xochitl,Sparks,613-676-3641,San Ramon,1976-07-08,47,TRUE,1,facebook-ads,,campaign_2,,
1166,tin1931@duck.com,Создан менеджером,2021-03-16 11:00,Rodrigo,Gaines,+1-796-780-3756x02754,Fountain,1997-05-09,26,FALSE,,yandex-direct,,campaign_2,,
1167,diet1959@example.org,Создан самостоятельно,2021-03-30 0:00,Rosena,Delaney,547.500.1696x76579,Madisonville,1978-08-19,45,FALSE,,yandex-direct,,campaign_2,,
1168,transaction1821@duck.com,Создан менеджером,2023-02-26 13:00,Domingo,Potter,001-808-484-1537x91905,Fremont,1984-12-20,39,TRUE,2,vk-ads,,campaign_1,,
1169,respect1872@outlook.com,Создан самостоятельно,2023-09-25 0:00,Damien,Griffith,237.337.7243x3608,Kearney,1987-08-03,36,FALSE,,yandex-direct,,campaign_1,,
1170,cave1850@live.com,Создан менеджером,2022-07-13 3:00,Roger,Robles,4083432223,Daphne,1983-06-15,40,TRUE,2,vk-ads,,campaign_1,,
1171,guards1914@yandex.com,Создан менеджером,2023-07-05 13:00,Marty,Owen,764-986-7534,Golden Valley,1994-03-12,30,FALSE,,vk-ads,,campaign_2,,
1172,diseases1811@outlook.com,Создан самостоятельно,2022-09-08 3:00,Leo,Farley,770.838.2436x4262,Rosemount,1994-10-29,29,TRUE,6,vk-ads,,campaign_1,,
1173,ent1986@example.org,Создан самостоятельно,2021-11-10 1:00,Mozell,Hatfield,4572069945,Port Arthur,1987-07-27,36,FALSE,,facebook-ads,,campaign_2,,
1174,standard2047@yandex.com,Создан самостоятельно,2021-01-18 4:00,Ardath,Stephenson,+1-223-428-7494x4514,Homestead,1996-07-18,27,TRUE,10,yandex-direct,,campaign_2,,
1175,beneficial2085@outlook.com,Создан самостоятельно,2023-01-13 2:00,Chase,Dillard,237-689-0630,Idaho Falls,1987-02-01,37,FALSE,,vk-ads,,campaign_1,,
1176,logistics1994@yandex.com,Создан самостоятельно,2023-04-24 17:00,Gricelda,Hayes,438.652.7672x312,Portland,1982-02-16,42,TRUE,7,yandex-direct,,campaign_3,,
1177,situations1803@example.org,Создан самостоятельно,2022-12-19 3:00,Darren,Ramos,972.502.7939,Onalaska,1984-04-04,40,TRUE,6,yandex-direct,,campaign_3,,
1178,necessity2069@yandex.com,Создан менеджером,2023-06-30 9:00,Scottie,Ortiz,(328)282-5201x6206,Lowell,1987-05-31,36,TRUE,7,facebook-ads,,campaign_3,,
1179,trusted1960@outlook.com,Создан самостоятельно,2021-02-01 5:00,Darcel,Watts,444-585-3061,San Juan Capistrano,1990-04-06,34,TRUE,1,vk-ads,,campaign_3,,
1180,sing2020@example.org,Создан самостоятельно,2020-06-02 6:00,Kary,Newman,001-783-797-6326x71004,Lauderdale Lakes,1995-12-06,28,TRUE,7,yandex-direct,,campaign_1,,
1181,nicaragua1942@yandex.com,Создан менеджером,2022-12-22 14:00,Chin,Cortez,001-616-373-6112x297,Montebello,1985-09-05,38,FALSE,,facebook-ads,,campaign_1,,
1182,terrain1843@protonmail.com,Создан менеджером,2020-11-25 3:00,Hiram,Robles,971-716-5861x8696,Yakima,1988-03-07,36,TRUE,10,facebook-ads,,campaign_1,,
1183,dim1970@outlook.com,Создан менеджером,2022-05-27 9:00,Celine,Tanner,001-354-296-5146,Goose Creek,1991-04-21,32,FALSE,,facebook-ads,,campaign_1,,
1184,lcd1871@gmail.com,Создан менеджером,2021-02-23 18:00,Jonathan,Beck,(799)304-4885x60683,Leesburg,1976-07-12,47,FALSE,,yandex-direct,,campaign_2,,
1185,movies1810@protonmail.com,Создан менеджером,2020-05-25 12:00,Derek,Espinoza,+1-872-345-2353x57026,Alpharetta,1976-05-20,47,FALSE,,yandex-direct,,campaign_2,,
1186,diana1907@yahoo.com,Создан менеджером,2022-06-21 2:00,Carson,Hammond,370.293.7889,Wheaton,1989-06-14,34,FALSE,,yandex-direct,,campaign_1,,
1187,secured2014@example.org,Создан самостоятельно,2023-05-04 12:00,Rossana,Pena,790-508-9286,Reno,1992-05-24,31,TRUE,10,facebook-ads,,campaign_2,,
1188,ministers1863@example.com,Создан самостоятельно,2023-04-18 19:00,Cicely,Collins,362.265.4883,Redmond,1982-02-09,42,FALSE,,facebook-ads,,campaign_3,,
1189,clause1913@yahoo.com,Создан менеджером,2022-09-25 5:00,Vella,Hooper,+1-904-462-7137x18677,Biloxi,1978-05-29,45,TRUE,7,yandex-direct,,campaign_3,,
1190,santa2007@outlook.com,Создан менеджером,2023-04-07 20:00,Violette,Lyons,329-763-3117,Linden,2001-01-25,23,FALSE,,vk-ads,,campaign_3,,
1191,fuji2010@example.org,Создан менеджером,2021-02-21 12:00,Rachele,Vang,+1-796-701-7560x375,Glendale,1976-03-07,48,FALSE,,facebook-ads,,campaign_1,,
1192,logs1940@example.org,Создан самостоятельно,2022-02-07 0:00,Arlie,Pierce,399-609-4604,San Luis,1984-07-12,39,TRUE,1,facebook-ads,,campaign_1,,
1193,ted1876@yahoo.com,Создан менеджером,2021-12-14 4:00,Rupert,Cline,294-426-6910x96273,Elgin,1976-08-27,47,FALSE,,facebook-ads,,campaign_3,,
1194,behalf2017@duck.com,Создан самостоятельно,2022-01-18 0:00,Agustin,Garcia,8717045509,Helena,2001-10-24,22,TRUE,1,vk-ads,,campaign_3,,
1195,wants2082@outlook.com,Создан самостоятельно,2020-03-15 0:00,Roberto,Adkins,(809)766-0602x45883,Madison Heights,1979-06-16,44,FALSE,,yandex-direct,,campaign_1,,
1196,ict1997@live.com,Создан самостоятельно,2022-06-16 3:00,Russel,Avery,(601)374-8929x564,Dubuque,1992-04-25,31,TRUE,10,vk-ads,,campaign_1,,
1197,pools1885@example.com,Создан менеджером,2020-10-17 3:00,Lenita,Foley,(536)549-7108x377,Jeffersontown,1999-01-31,25,FALSE,,vk-ads,,campaign_1,,
1198,forced1867@gmail.com,Создан менеджером,2021-09-17 19:00,Ozella,Wong,001-455-847-3698,Green Bay,1978-02-26,46,TRUE,10,vk-ads,,campaign_1,,
1199,charlotte1975@outlook.com,Создан самостоятельно,2020-06-29 13:00,Thalia,Briggs,372-297-1851x2132,Miami Beach,1980-01-20,44,TRUE,8,facebook-ads,,campaign_2,,
1200,causing1999@yandex.com,Создан менеджером,2023-02-17 18:00,Jerome,Orr,001-253-421-6321x1771,Grand Prairie,1988-05-04,35,TRUE,7,yandex-direct,,campaign_2,,
1201,thai1831@live.com,Создан самостоятельно,2022-05-08 2:00,Ilda,Hahn,+1-268-515-2391x21341,West Bend,1990-04-27,33,FALSE,,vk-ads,,campaign_1,,
1202,singh1802@live.com,Создан менеджером,2022-08-12 5:00,Creola,Clarke,(670)594-5487,Broomfield,1978-06-28,45,TRUE,6,yandex-direct,,campaign_3,,
1203,participants1951@example.org,Создан самостоятельно,2021-03-06 22:00,Hershel,Pitts,810-273-0732,Gresham,1982-06-17,41,TRUE,3,yandex-direct,,campaign_3,,
1204,bacteria2080@duck.com,Создан самостоятельно,2023-10-22 2:00,Hiram,Carroll,950.803.2259x3328,Statesville,1998-12-05,25,FALSE,,yandex-direct,,campaign_3,,
1205,winter2041@yahoo.com,Создан самостоятельно,2020-09-10 15:00,Lakeesha,Blackburn,809.282.5211,Enid,1992-09-02,31,FALSE,,yandex-direct,,campaign_1,,
1206,acquired1856@example.com,Создан самостоятельно,2022-12-05 11:00,Young,Davenport,+1-771-777-5146,SeaTac,1981-09-14,42,FALSE,,facebook-ads,,campaign_3,,
1207,purposes2049@protonmail.com,Создан менеджером,2023-07-19 13:00,Latoyia,Franklin,967.738.6412x58883,High Point,1999-07-31,24,TRUE,5,yandex-direct,,campaign_2,,
1208,polish1952@outlook.com,Создан самостоятельно,2021-03-30 2:00,Joane,Dillon,+1-390-606-1836,Douglas,1997-08-29,26,TRUE,6,facebook-ads,,campaign_1,,
1209,processors2061@example.org,Создан менеджером,2023-07-16 23:00,Georgene,Thornton,+1-836-532-6396,Plattsburgh,1983-08-31,40,TRUE,7,yandex-direct,,campaign_2,,
1210,party2042@protonmail.com,Создан самостоятельно,2021-12-10 4:00,Genaro,Ruiz,(705)641-2353x284,Palos Hills,1988-01-17,36,FALSE,,facebook-ads,,campaign_2,,
1211,transportation1959@protonmail.com,Создан самостоятельно,2020-10-26 18:00,Dwayne,Lara,(341)801-3292x90912,Kent,1981-01-22,43,FALSE,,facebook-ads,,campaign_1,,
1212,site1838@yahoo.com,Создан менеджером,2023-01-23 17:00,Toney,Hahn,+1-475-610-4350x09827,Oviedo,2000-06-28,23,TRUE,8,yandex-direct,,campaign_2,,
1213,referred1951@gmail.com,Создан менеджером,2023-07-28 21:00,Regan,Huber,+1-320-328-3182x30163,Vestavia Hills,1991-05-30,32,FALSE,,facebook-ads,,campaign_1,,
1214,theorem2096@example.org,Создан менеджером,2020-11-14 23:00,Yaeko,Bell,348-780-5698,Royal Palm Beach,1997-04-24,26,FALSE,,vk-ads,,campaign_1,,
1215,sensor1989@live.com,Создан самостоятельно,2023-12-07 20:00,Treasa,Burns,+1-494-420-2825x1678,Donna,1996-08-04,27,FALSE,,vk-ads,,campaign_3,,
1216,programmes1808@example.com,Создан самостоятельно,2020-07-16 10:00,Ivory,Nash,510.235.8935,Searcy,1975-10-10,48,FALSE,,vk-ads,,campaign_1,,
1217,audit1940@example.org,Создан самостоятельно,2023-03-02 3:00,Diego,Love,428.919.7601x8975,Newburyport,1979-03-04,45,FALSE,,yandex-direct,,campaign_1,,
1218,went2077@live.com,Создан самостоятельно,2023-01-01 3:00,Lilliana,Bailey,+1-866-859-0828x5740,Stephenville,1978-04-07,46,TRUE,7,yandex-direct,,campaign_1,,
1219,opening2069@example.org,Создан менеджером,2020-05-10 12:00,Darby,Sosa,001-258-997-5812x2336,Manteca,1989-09-28,34,FALSE,,yandex-direct,,campaign_3,,
1220,balanced1975@live.com,Создан менеджером,2023-03-26 0:00,Zackary,Combs,917.976.4477,Riviera Beach,1992-01-06,32,TRUE,5,vk-ads,,campaign_3,,
1221,oops2051@protonmail.com,Создан самостоятельно,2021-03-05 13:00,Verlene,Kline,7315763512,New Castle,1975-08-16,48,FALSE,,yandex-direct,,campaign_3,,
1222,summit2017@yandex.com,Создан самостоятельно,2020-09-24 19:00,Perry,Moreno,831.389.8504x20303,Keene,1993-07-07,30,FALSE,,vk-ads,,campaign_2,,
1223,wishlist1820@outlook.com,Создан менеджером,2023-05-31 10:00,Rod,Velasquez,(641)786-6849,Chico,1977-06-15,46,TRUE,4,yandex-direct,,campaign_3,,
1224,landscapes1910@yahoo.com,Создан самостоятельно,2020-02-09 13:00,Doloris,Michael,982.852.2845x906,Bryan,1995-12-16,28,TRUE,5,yandex-direct,,campaign_3,,
1225,examples1855@yandex.com,Создан менеджером,2020-03-27 17:00,Gabriele,Wolfe,(592)808-3251x473,Leander,1981-06-29,42,TRUE,3,yandex-direct,,campaign_3,,
1226,russell1837@gmail.com,Создан менеджером,2023-10-01 16:00,Moriah,Franco,+1-758-298-9925x888,Palatine,1999-01-21,25,TRUE,10,vk-ads,,campaign_3,,
1227,worried2020@gmail.com,Создан самостоятельно,2021-06-18 20:00,Veta,Bernard,001-367-238-7886x224,Oak Lawn,1989-07-12,34,TRUE,10,vk-ads,,campaign_3,,
1228,sorts2049@example.org,Создан менеджером,2020-06-19 18:00,Andres,Stanley,(782)882-6143x8343,Arvada,1984-09-27,39,FALSE,,yandex-direct,,campaign_3,,
1229,may1905@duck.com,Создан самостоятельно,2023-01-28 14:00,Dean,Bowers,(973)725-0704,Ashland,1987-11-05,36,TRUE,7,yandex-direct,,campaign_1,,
1230,reflected1893@gmail.com,Создан менеджером,2021-09-25 0:00,Claude,Carter,+1-877-995-9946,Detroit,1997-01-21,27,TRUE,1,facebook-ads,,campaign_1,,
1231,highlights2002@example.org,Создан самостоятельно,2020-02-12 11:00,Shaniqua,Daniels,001-746-373-6467,Brunswick,1996-08-25,27,TRUE,7,vk-ads,,campaign_1,,
1232,challenging2045@example.com,Создан менеджером,2021-01-14 11:00,Modesto,Gordon,001-298-713-3084x8925,Rialto,1984-09-19,39,TRUE,7,yandex-direct,,campaign_1,,
1233,hitting1938@yandex.com,Создан менеджером,2020-07-17 8:00,Georgeanna,Edwards,001-594-296-7449x236,Rock Hill,1992-04-11,32,FALSE,,facebook-ads,,campaign_2,,
1234,fonts1917@protonmail.com,Создан менеджером,2023-12-18 18:00,Zenia,Henson,+1-767-814-2284x62792,Rolling Meadows,1994-08-01,29,TRUE,1,facebook-ads,,campaign_3,,
1235,peer1928@example.org,Создан менеджером,2023-02-05 22:00,Patricia,Ramsey,001-560-364-2875x0586,Hackensack,1985-05-09,38,FALSE,,vk-ads,,campaign_1,,
1236,touched1812@protonmail.com,Создан самостоятельно,2020-11-27 8:00,Luciano,Moon,001-646-623-5619x8380,Sikeston,1982-09-02,41,TRUE,10,vk-ads,,campaign_1,,
1237,struck1832@example.com,Создан менеджером,2023-11-12 6:00,Stuart,Bolton,923-462-5535x604,Port Huron,1993-08-01,30,TRUE,3,vk-ads,,campaign_1,,
1238,continued1962@example.com,Создан самостоятельно,2022-01-04 16:00,Shira,Hudson,934-729-2103,Ventura,1988-01-09,36,FALSE,,facebook-ads,,campaign_2,,
1239,wants1829@example.com,Создан менеджером,2023-02-19 14:00,Vaughn,Sparks,8942275753,Tuscaloosa,1982-07-25,41,FALSE,,facebook-ads,,campaign_1,,
1240,sullivan2047@live.com,Создан менеджером,2022-04-24 14:00,Myles,Cline,433.532.5600,Sebastian,1990-05-03,33,TRUE,7,yandex-direct,,campaign_3,,
1241,sublimedirectory2077@example.org,Создан менеджером,2020-08-16 5:00,Alverta,Osborn,8797655643,Easley,1986-12-29,37,FALSE,,facebook-ads,,campaign_1,,
1242,plasma1916@example.org,Создан самостоятельно,2021-02-04 21:00,Emilee,Decker,759.656.6370x317,Southaven,1975-08-23,48,TRUE,1,yandex-direct,,campaign_2,,
1243,those2034@outlook.com,Создан самостоятельно,2022-05-02 1:00,Lavonia,Kirby,3586619983,Calumet City,1984-08-08,39,TRUE,5,yandex-direct,,campaign_3,,
1244,points2050@yandex.com,Создан самостоятельно,2022-01-06 17:00,Tod,Richardson,(347)566-2469x3879,Duluth,1975-06-29,48,TRUE,10,yandex-direct,,campaign_3,,
1245,affected2073@yahoo.com,Создан менеджером,2022-01-07 17:00,Shad,Guy,314.589.2808,Dinuba,2001-09-24,22,TRUE,10,vk-ads,,campaign_1,,
1246,monday2091@protonmail.com,Создан менеджером,2020-07-13 8:00,Tom,Farley,2515633020,San Gabriel,1977-09-01,46,FALSE,,vk-ads,,campaign_2,,
1247,reproduce1831@example.com,Создан менеджером,2021-11-19 1:00,Logan,Stephens,001-539-479-0488x4470,Sugar Land,1998-08-09,25,TRUE,1,yandex-direct,,campaign_1,,
1248,substantially1905@live.com,Создан самостоятельно,2022-05-08 14:00,Albertina,Lindsay,+1-396-217-8520,Lewisville,1997-10-21,26,FALSE,,vk-ads,,campaign_1,,
1249,reading1972@gmail.com,Создан самостоятельно,2020-05-21 1:00,Isaiah,Mcneil,(910)224-3684,Wisconsin Rapids,1997-05-24,26,FALSE,,facebook-ads,,campaign_1,,
1250,copying1874@example.org,Создан самостоятельно,2021-05-07 19:00,Jonas,Richards,9722105781,Palm Coast,2001-07-03,22,FALSE,,vk-ads,,campaign_3,,
1251,iron1847@duck.com,Создан менеджером,2020-11-27 0:00,Lurline,Frazier,940-571-6914,Northport,2000-05-27,23,FALSE,,yandex-direct,,campaign_2,,
1252,deutsch2000@duck.com,Создан самостоятельно,2021-04-02 0:00,Mose,Pitts,946.624.3551x7847,Bellwood,1990-10-29,33,FALSE,,yandex-direct,,campaign_2,,
1253,shares1854@outlook.com,Создан самостоятельно,2022-03-12 5:00,Paul,Mckinney,597-890-0576,Winter Springs,1997-09-30,26,TRUE,4,yandex-direct,,campaign_1,,
1254,would1918@yahoo.com,Создан самостоятельно,2023-09-27 6:00,Julee,Britt,216-772-6502,Tucson,1993-11-13,30,FALSE,,vk-ads,,campaign_2,,
