ID заказа,ID пользователя,Пользователь,Email,Телефон,Дата создания,Дата оплаты,Title,Статус,"Стоимость, RUB",Налог,Комиссии,"Заработано, RUB",Валюта,Менеджер,Город,ID партнера,Использован промокод,utm_source,utm_medium,utm_campaign,utm_content,utm_term,user_utm_source,user_utm_medium,user_utm_campaign,user_utm_content,user_utm_term,Теги
8371,839,Lindsey House,relying1854@yahoo.com,414.228.5357x663,2023-05-02 23:00,2023-05-12 23:00,product_2,completed,18990,3%,"569,7",10619,RUB,Anny,Corvallis,7,,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
8372,869,Dannie Bonner,westminster1965@yandex.com,264.258.1909,2023-07-05 5:00,2023-07-07 5:00,product_4,completed,89900,5%,4495,81528,RUB,Katy,Tuscaloosa,8,,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
8373,302,Noe Kemp,midi2013@yahoo.com,(667)569-2363,2023-07-09 11:00,2023-07-15 11:00,product_3,completed,49900,5%,2495,41527,RUB,John,Novi,6,,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_3,,,
8374,843,Everett Horne,strategic1853@example.org,+1-633-442-0992,2023-12-12 1:00,2023-12-23 1:00,product_3,completed,49900,3%,1497,41526,RUB,Katy,Statesville,7,Да,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
8375,1161,Wally Dillon,south1847@yandex.com,+1-480-857-7890x0446,2023-06-05 4:00,2023-06-08 4:00,product_4,completed,89900,3%,2697,81525,RUB,Katy,Lenoir,2,Да,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
8376,676,Jay Barrera,york1808@outlook.com,(915)328-1568,2023-11-08 20:00,2023-11-12 20:00,product_1,completed,9990,3%,"299,7",1614,RUB,Will,Easley,6,Да,vk-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
8377,381,Ernesto Herrera,phase1980@yandex.com,388-478-6511,2023-03-14 6:00,2023-03-27 6:00,product_4,in progress,89900,3%,2697,0,RUB,Katy,Bullhead City,5,,yandex-direct,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
8378,940,Dorian Bush,const2009@gmail.com,(545)496-2259x770,2023-09-23 23:00,2023-09-26 23:00,product_1,cancelled,9990,5%,"499,5",0,RUB,Katy,Bixby,4,Да,yandex-direct,cpc,campaign_2,,,yandex-direct,cpc,campaign_2,,,
8379,368,Minda Anthony,statements2088@gmail.com,+1-225-461-6294x8919,2023-07-20 15:00,2023-07-21 15:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,John,La Porte,10,Да,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
8380,63,Steve Kemp,constantly2077@yahoo.com,443.616.9389,2023-02-19 17:00,2023-03-01 17:00,product_2,in progress,18990,5%,"949,5",0,RUB,Anny,Hercules,2,,facebook-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
8381,917,Myesha Witt,preparing1860@live.com,(955)228-6033x83365,2023-12-21 1:00,2023-12-26 1:00,product_3,cancelled,49900,7%,3493,0,RUB,Anny,Superior,5,,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
8382,828,Jere Kennedy,proposals2023@example.com,5838133484,2023-10-13 16:00,2023-10-27 16:00,product_4,cancelled,89900,5%,4495,0,RUB,John,Mission Viejo,7,Да,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
8383,845,Frankie Marquez,holdings2010@example.com,298.899.1415x9141,2023-09-09 18:00,2023-09-15 18:00,product_1,completed,9990,3%,"299,7",1607,RUB,John,Post Falls,6,Да,facebook-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
8384,1251,Tiffaney James,passive1919@protonmail.com,+1-483-725-1929x906,2023-12-29 19:00,2024-01-07 19:00,product_3,cancelled,49900,7%,3493,0,RUB,Katy,Northbrook,3,,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
8385,459,Deshawn Huffman,columbia2001@live.com,001-989-347-4146x646,2023-06-14 18:00,2023-06-24 18:00,product_4,in progress,89900,7%,6293,0,RUB,Anny,Eugene,6,,facebook-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_1,,,
8386,1421,Dustin Carroll,century2032@yahoo.com,989.282.7407,2023-01-30 13:00,2023-02-09 13:00,product_1,cancelled,9990,3%,"299,7",0,RUB,John,Nacogdoches,6,Да,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
8387,943,Jacques Long,reflected1926@protonmail.com,001-410-760-3752x5278,2023-11-26 4:00,2023-11-27 4:00,product_4,completed,89900,3%,2697,81513,RUB,Katy,Palestine,1,,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
8388,295,Owen Ortiz,namibia1971@gmail.com,624-670-0610x007,2023-11-28 15:00,2023-12-01 15:00,product_1,cancelled,9990,5%,"499,5",0,RUB,Anny,Manteca,2,Да,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
8389,308,Vivien Sherman,bars1815@gmail.com,(597)996-4789x716,2023-02-18 12:00,2023-02-20 12:00,product_1,in progress,9990,3%,"299,7",0,RUB,Will,Maricopa,5,,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
8390,1050,Javier Mcdowell,azerbaijan2093@yandex.com,5353672833,2023-10-27 7:00,2023-11-04 7:00,product_3,completed,49900,3%,1497,41510,RUB,Katy,Elmwood Park,2,,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
8391,514,Lang Mcintosh,blocks1890@live.com,001-574-657-9243x56728,2023-07-11 16:00,2023-07-22 16:00,product_3,cancelled,49900,5%,2495,0,RUB,Anny,Banning,1,,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
8392,408,Forrest Reese,tags2011@protonmail.com,+1-246-477-3039x6644,2023-09-14 9:00,2023-09-14 9:00,product_3,cancelled,49900,3%,1497,0,RUB,John,Kirkwood,5,,vk-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
8393,99,Edgar Schwartz,situated1996@gmail.com,+1-287-546-7608x8249,2023-07-23 5:00,2023-08-06 5:00,product_1,in progress,9990,5%,"499,5",0,RUB,John,Bessemer,1,,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
8394,427,Johnathon Gonzalez,zoloft1954@outlook.com,(758)718-6630x2226,2023-08-18 14:00,2023-08-23 14:00,product_3,in progress,49900,5%,2495,0,RUB,Will,Green Bay,3,Да,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
8395,1277,Marc Fernandez,photos1835@yahoo.com,436.439.6538,2023-06-29 21:00,2023-07-05 21:00,product_1,cancelled,9990,7%,"699,3",0,RUB,Katy,Fairborn,6,Да,facebook-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
8396,1185,Brooks Rich,downtown2052@protonmail.com,(810)326-3514,2023-06-13 10:00,2023-06-13 10:00,product_4,in progress,89900,5%,4495,0,RUB,John,Cutler Bay,2,Да,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
8397,817,Leopoldo Bailey,teddy1991@protonmail.com,001-300-434-0831x176,2023-04-17 12:00,2023-04-19 12:00,product_4,cancelled,89900,3%,2697,0,RUB,John,Schenectady,10,Да,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
8398,934,Haywood Watkins,singapore1913@example.com,695.251.3223,2023-08-22 9:00,2023-09-01 9:00,product_1,completed,9990,3%,"299,7",1592,RUB,John,Tustin,8,Да,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_2,,,
8399,817,Moshe Larson,great2028@live.com,(580)335-3868x891,2023-03-03 7:00,2023-03-14 7:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Anny,Parma Heights,7,,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
8400,694,Dario Mcdaniel,frontpage1904@example.com,(651)644-3606,2023-07-20 8:00,2023-08-02 8:00,product_3,in progress,49900,3%,1497,0,RUB,Anny,Zanesville,8,Да,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
8401,1137,Wilhemina Donaldson,automatic1929@yandex.com,001-871-317-0921,2023-05-07 15:00,2023-05-07 15:00,product_3,cancelled,49900,3%,1497,0,RUB,Will,Kingman,8,Да,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
8402,1032,Brendan Wilder,ordering2063@outlook.com,(448)254-5519x2327,2023-07-03 4:00,2023-07-16 4:00,product_3,completed,49900,5%,2495,41498,RUB,Anny,Avondale,7,,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
8403,1181,Ignacia Poole,nebraska2050@gmail.com,(979)626-5909,2023-02-05 13:00,2023-02-16 13:00,product_1,in progress,9990,3%,"299,7",0,RUB,John,Newnan,2,Да,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
8404,266,Maximina Benson,elegant2070@duck.com,459-560-2153x8999,2023-03-08 2:00,2023-03-11 2:00,product_4,completed,89900,7%,6293,81496,RUB,John,Folsom,2,Да,facebook-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_2,,,
8405,985,Vern Jennings,environment2006@protonmail.com,(985)722-9408,2023-11-04 3:00,2023-11-09 3:00,product_4,completed,89900,3%,2697,81495,RUB,John,Pittsburg,1,,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
8406,328,Michel Crosby,budapest1961@outlook.com,001-298-496-6028x4852,2023-06-18 10:00,2023-06-28 10:00,product_4,completed,89900,7%,6293,81494,RUB,John,Ozark,3,,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
8407,1057,Roselia Terrell,ssl1975@yahoo.com,+1-817-796-2672x1407,2023-07-20 10:00,2023-07-23 10:00,product_3,in progress,49900,3%,1497,0,RUB,Will,Dearborn,5,,yandex-direct,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
8408,257,Mathew Frank,cyber1906@example.com,6142221718,2023-04-08 17:00,2023-04-13 17:00,product_2,cancelled,18990,5%,"949,5",0,RUB,Will,Windsor,7,,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
8409,152,Shonna Horne,sunshine2041@gmail.com,(206)207-4914,2023-04-13 9:00,2023-04-27 9:00,product_2,cancelled,18990,3%,"569,7",0,RUB,John,Alton,4,Да,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
8410,100,Maybell Sanders,rod1938@gmail.com,(913)643-0091x8708,2023-02-04 12:00,2023-02-18 12:00,product_3,in progress,49900,7%,3493,0,RUB,John,Atwater,8,,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
8411,2,Milford Fischer,events2095@example.org,001-430-328-3624x7837,2023-08-16 12:00,2023-08-26 12:00,product_3,completed,49900,5%,2495,41489,RUB,Katy,West Des Moines,8,,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
8412,1052,Frank Bowen,hotmail2066@example.com,493-536-4948,2023-02-20 5:00,2023-02-22 5:00,product_3,cancelled,49900,3%,1497,0,RUB,Will,Rowlett,6,,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
8413,1111,Heike Hines,hardware2015@live.com,834-733-9203,2023-10-21 13:00,2023-10-22 13:00,product_1,cancelled,9990,5%,"499,5",0,RUB,Anny,Noblesville,8,Да,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_3,,,
8414,61,Babette Mclean,ian2057@example.com,+1-740-489-3403,2023-09-25 3:00,2023-09-29 3:00,product_4,completed,89900,5%,4495,81486,RUB,John,Sherman,7,,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
8415,278,Wesley Quinn,employers2099@example.org,+1-579-553-6419x68091,2023-05-18 15:00,2023-05-23 15:00,product_1,in progress,9990,7%,"699,3",0,RUB,John,Dunedin,9,Да,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
8416,699,Adam Colon,median1819@gmail.com,980.495.9002,2023-04-06 15:00,2023-04-10 15:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,Anny,Annapolis,3,,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
8417,929,Katherina Dale,safely1999@protonmail.com,235-423-0253x69796,2023-04-22 8:00,2023-04-27 8:00,product_2,in progress,18990,5%,"949,5",0,RUB,John,Patterson,4,,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
8418,751,Morris Valencia,amsterdam1818@outlook.com,001-341-296-4998x5771,2023-08-16 5:00,2023-08-27 5:00,product_1,cancelled,9990,3%,"299,7",0,RUB,Will,Johns Creek,5,Да,yandex-direct,cpc,campaign_2,,,facebook-ads,cpc,campaign_1,,,
8419,1382,Cole Kaufman,fuji1983@outlook.com,595-615-0977x452,2023-01-05 12:00,2023-01-05 12:00,product_4,completed,89900,3%,2697,81481,RUB,John,Commerce City,2,,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
8420,21,Forest Morgan,broadway1812@duck.com,730.297.2023,2023-06-07 3:00,2023-06-18 3:00,product_4,in progress,89900,3%,2697,0,RUB,Anny,Joliet,6,Да,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
8421,573,Refugia Gilbert,consider1974@yandex.com,711.777.2782,2023-01-25 3:00,2023-02-03 3:00,product_2,in progress,18990,3%,"569,7",0,RUB,Anny,Mandan,3,Да,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
8422,1029,Robena Harmon,bryant2087@protonmail.com,(582)737-9544x93098,2023-05-30 11:00,2023-06-05 11:00,product_1,completed,9990,5%,"499,5",1568,RUB,Anny,Derby,3,,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
8423,1093,Loan Bonner,millions1827@example.com,+1-917-884-5397x7824,2023-01-08 14:00,2023-01-14 14:00,product_2,completed,18990,7%,"1329,3",10567,RUB,John,Charlotte,4,Да,yandex-direct,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
8424,764,Jame Humphrey,andy1897@gmail.com,+1-689-428-0140x13761,2023-12-29 7:00,2024-01-04 7:00,product_2,completed,18990,5%,"949,5",10566,RUB,Katy,Springboro,4,Да,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
8425,565,Ria Pruitt,cams2015@outlook.com,578-438-7558,2023-08-11 11:00,2023-08-23 11:00,product_2,cancelled,18990,5%,"949,5",0,RUB,Will,Palm Springs,8,Да,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
8426,964,Clarine Santana,gaps1961@yandex.com,750-338-4915,2023-03-06 10:00,2023-03-13 10:00,product_2,completed,18990,7%,"1329,3",10564,RUB,Will,Bethany,6,,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
8427,1066,Rosendo Weaver,fuzzy1986@live.com,(246)917-6191x728,2023-02-18 7:00,2023-03-01 7:00,product_2,completed,18990,7%,"1329,3",10563,RUB,John,Rialto,5,,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
8428,751,Kerstin Gill,breaking1935@yandex.com,479-320-9621x92190,2023-06-05 22:00,2023-06-10 22:00,product_2,cancelled,18990,5%,"949,5",0,RUB,Anny,Pleasantville,10,,yandex-direct,cpc,campaign_2,,,yandex-direct,cpc,campaign_3,,,
8429,1106,Dillon Mcfarland,gourmet2000@outlook.com,943.349.2613x1170,2023-10-04 3:00,2023-10-12 3:00,product_4,completed,89900,7%,6293,81471,RUB,John,Burien,10,Да,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_2,,,
8430,276,Donette Sweet,copyright1990@yandex.com,7558955667,2023-10-29 12:00,2023-10-30 12:00,product_1,in progress,9990,5%,"499,5",0,RUB,John,Arcata,3,Да,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
8431,1043,Maragaret Nash,swingers1937@outlook.com,557.292.2789x51501,2023-09-06 8:00,2023-09-18 8:00,product_3,cancelled,49900,7%,3493,0,RUB,Anny,San Carlos,10,Да,yandex-direct,cpc,campaign_2,,,facebook-ads,cpc,campaign_1,,,
8432,1104,Genesis Dalton,decision1834@yandex.com,447-447-4327x21912,2023-10-28 9:00,2023-11-08 9:00,product_4,cancelled,89900,3%,2697,0,RUB,Will,Evansville,9,,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
8433,510,Erinn Calhoun,parking1993@example.org,+1-441-402-1217x7558,2023-06-19 4:00,2023-06-25 4:00,product_3,in progress,49900,5%,2495,0,RUB,John,Upland,9,,vk-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
8434,359,Elicia Moody,perl2079@protonmail.com,001-479-840-5435x4392,2023-05-25 1:00,2023-06-05 1:00,product_4,completed,89900,5%,4495,81466,RUB,John,Lockport,10,Да,vk-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_1,,,
8435,600,Nga Talley,generic2056@example.com,(399)405-0562,2023-01-20 23:00,2023-02-02 23:00,product_3,completed,49900,5%,2495,41465,RUB,Katy,Palestine,9,,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
8436,683,Sheryll Brewer,varied1970@example.org,601.642.3265x954,2023-04-29 10:00,2023-05-04 10:00,product_1,completed,9990,5%,"499,5",1554,RUB,Anny,La Mirada,5,Да,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
8437,975,Anderson Lopez,gps1822@outlook.com,660.245.6037x7824,2023-02-23 6:00,2023-03-09 6:00,product_4,in progress,89900,5%,4495,0,RUB,Katy,Rosemount,3,Да,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_2,,,
8438,483,Hassie Odom,colombia2092@outlook.com,(485)302-9855x1207,2023-06-06 2:00,2023-06-16 2:00,product_1,cancelled,9990,5%,"499,5",0,RUB,Anny,St. Petersburg,10,,vk-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_3,,,
8439,696,Jed Taylor,beautiful1866@example.com,9815194246,2023-10-11 4:00,2023-10-25 4:00,product_2,completed,18990,3%,"569,7",10551,RUB,Anny,Lake Elsinore,10,,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
8440,664,Laticia Quinn,fame2058@live.com,811.550.3599x26323,2023-03-28 1:00,2023-04-06 1:00,product_3,in progress,49900,3%,1497,0,RUB,Will,Herndon,4,Да,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_1,,,
8441,297,Nadene Sargent,boom1920@outlook.com,(816)334-4176x43505,2023-12-04 12:00,2023-12-05 12:00,product_2,completed,18990,5%,"949,5",10549,RUB,John,Merrillville,10,,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
8442,1035,Buster Hebert,forty1956@gmail.com,001-890-898-5266x9977,2023-03-25 7:00,2023-04-07 7:00,product_4,in progress,89900,5%,4495,0,RUB,Anny,Sandy Springs,5,,vk-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
8443,657,Scott Mcintosh,jesse2070@gmail.com,(694)957-5382,2023-09-20 20:00,2023-09-21 20:00,product_4,in progress,89900,7%,6293,0,RUB,Katy,Rocklin,8,Да,yandex-direct,cpc,campaign_2,,,yandex-direct,cpc,campaign_2,,,
8444,598,Guadalupe Ballard,apps2074@duck.com,001-646-458-8201x235,2023-12-12 11:00,2023-12-15 11:00,product_4,completed,89900,3%,2697,81456,RUB,Katy,Fond du Lac,5,Да,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_2,,,
8445,940,Denny Curry,editions1877@example.com,(916)558-0115x92525,2023-09-18 10:00,2023-09-29 10:00,product_1,completed,9990,5%,"499,5",1545,RUB,Will,Herriman,9,,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_2,,,
8446,145,Owen Silva,traveling1810@example.com,848.701.0426x45631,2023-11-11 12:00,2023-11-16 12:00,product_4,cancelled,89900,5%,4495,0,RUB,Katy,Highland,7,Да,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
8447,856,Roderick Shelton,opens2068@live.com,(411)444-1226x829,2023-07-06 17:00,2023-07-07 17:00,product_4,in progress,89900,7%,6293,0,RUB,Anny,Fresno,6,Да,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
8448,1459,Ricarda Floyd,includes1958@protonmail.com,(841)663-0569,2023-01-11 18:00,2023-01-25 18:00,product_3,completed,49900,3%,1497,41452,RUB,Will,Madera,2,,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_2,,,
8449,1148,Tiny Haley,combines1931@live.com,(745)558-2637x21695,2023-01-19 16:00,2023-01-28 16:00,product_2,completed,18990,7%,"1329,3",10541,RUB,Anny,Bristol,2,Да,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
8450,15,Lavera Beach,dome1962@outlook.com,642.887.7357x9081,2023-05-18 23:00,2023-05-18 23:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,Anny,Wilson,1,Да,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_1,,,
8451,756,Hermina Daugherty,rural2070@gmail.com,951.758.6852,2023-05-20 9:00,2023-05-24 9:00,product_4,cancelled,89900,3%,2697,0,RUB,John,Marysville,2,Да,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
8452,952,Jacki Valenzuela,sperm1843@duck.com,339.828.2666x39100,2023-02-23 8:00,2023-02-28 8:00,product_2,completed,18990,3%,"569,7",10538,RUB,John,Fuquay-Varina,1,Да,vk-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
8453,775,Skye Reese,judges1810@yahoo.com,(885)561-4179,2023-08-25 10:00,2023-09-02 10:00,product_4,completed,89900,3%,2697,81447,RUB,Will,Bessemer,8,,facebook-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
8454,1082,Marilu Smith,penalty2099@gmail.com,+1-339-903-5802x5522,2023-10-31 4:00,2023-11-01 4:00,product_2,completed,18990,3%,"569,7",10536,RUB,John,Blue Island,8,,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
8455,635,Luetta Rodriquez,atmospheric2099@outlook.com,2518771127,2023-02-16 6:00,2023-02-24 6:00,product_4,completed,89900,3%,2697,81445,RUB,Will,High Point,3,,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
8456,862,Val Snider,parks1873@gmail.com,001-701-741-2801x48560,2023-10-06 2:00,2023-10-13 2:00,product_2,completed,18990,3%,"569,7",10534,RUB,Will,Greenfield,2,Да,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_2,,,
8457,1493,Everette Guerra,hardly1856@protonmail.com,721-630-1742,2023-09-08 20:00,2023-09-20 20:00,product_1,cancelled,9990,7%,"699,3",0,RUB,John,Glassboro,4,Да,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
8458,1299,Arnoldo Scott,cartoons1925@yandex.com,(532)582-9082,2023-04-07 17:00,2023-04-21 17:00,product_3,in progress,49900,5%,2495,0,RUB,Katy,Poway,2,Да,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
8459,1228,Marlin Cotton,answers2011@yandex.com,518.231.0684x9228,2023-07-23 1:00,2023-08-04 1:00,product_3,cancelled,49900,7%,3493,0,RUB,John,Asheville,10,Да,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
8460,1079,Stefan Gallagher,yang2093@yandex.com,001-326-407-2266x02435,2023-05-20 4:00,2023-05-20 4:00,product_4,cancelled,89900,7%,6293,0,RUB,John,Gillette,1,Да,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
8461,727,Lilliana Singleton,cargo1865@example.org,471-957-3648x0303,2023-04-09 16:00,2023-04-15 16:00,product_3,cancelled,49900,5%,2495,0,RUB,Will,Topeka,3,Да,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
8462,871,Doug Everett,dicke1991@duck.com,874.920.6865x483,2023-06-23 9:00,2023-06-29 9:00,product_3,completed,49900,5%,2495,41438,RUB,John,Vero Beach,9,Да,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
8463,316,Waldo Powers,occupational2080@example.com,001-636-629-8590,2023-08-31 0:00,2023-09-14 0:00,product_3,cancelled,49900,3%,1497,0,RUB,Katy,Renton,10,,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
8464,1284,Michael Levy,stuffed2004@outlook.com,001-321-702-8857x2119,2023-10-19 17:00,2023-10-27 17:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Will,Hampton,4,Да,facebook-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_1,,,
8465,1127,Sean Horton,decorative2074@live.com,879-532-1011x483,2023-07-07 9:00,2023-07-09 9:00,product_3,cancelled,49900,3%,1497,0,RUB,Anny,Statesville,10,Да,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
8466,848,Lupe Adams,rapids1963@protonmail.com,+1-867-408-0676x1832,2023-01-20 7:00,2023-02-01 7:00,product_2,completed,18990,7%,"1329,3",10524,RUB,Katy,Midvale,7,,vk-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_1,,,
8467,649,Shirely Cash,mathematics1875@example.org,(338)482-2702x40376,2023-02-12 4:00,2023-02-22 4:00,product_4,cancelled,89900,3%,2697,0,RUB,Will,Federal Way,8,Да,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
8468,921,Junior Leonard,retreat1808@live.com,851.876.6214,2023-09-06 23:00,2023-09-10 23:00,product_3,in progress,49900,5%,2495,0,RUB,John,Beverly Hills,8,Да,vk-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
8469,194,Tyree Henson,wow1900@yandex.com,001-465-320-5260x15658,2023-09-01 0:00,2023-09-10 0:00,product_3,in progress,49900,3%,1497,0,RUB,John,Corinth,7,Да,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_3,,,
8470,1158,Estefana Drake,boost1837@protonmail.com,+1-419-825-7761x20878,2023-02-01 6:00,2023-02-15 6:00,product_4,completed,89900,7%,6293,81430,RUB,John,Lawrence,5,Да,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
8471,1167,Bradley Puckett,studying2033@example.com,+1-990-630-3192x88747,2023-12-20 15:00,2024-01-02 15:00,product_4,cancelled,89900,7%,6293,0,RUB,Katy,North Royalton,2,Да,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
8472,89,Shanae Cabrera,ion2002@yahoo.com,268.635.3649x66235,2023-03-20 10:00,2023-04-02 10:00,product_1,cancelled,9990,3%,"299,7",0,RUB,Anny,Federal Way,9,,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
8473,1149,Santiago Stafford,arranged1999@yahoo.com,313-680-9193x58012,2023-10-27 16:00,2023-11-04 16:00,product_4,in progress,89900,7%,6293,0,RUB,Will,Northglenn,8,Да,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_3,,,
8474,557,Horace Waller,movements1810@yahoo.com,+1-476-329-4745x1453,2023-03-10 8:00,2023-03-18 8:00,product_1,in progress,9990,3%,"299,7",0,RUB,Anny,Hot Springs,4,Да,facebook-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_1,,,
